league,season,team,player,standard_nation,standard_pos,standard_age,standard_born,standard_Playing Time_MP,standard_Playing Time_Starts,standard_Playing Time_Min,standard_Playing Time_90s,standard_Performance_Gls,standard_Performance_Ast,standard_Performance_G+A,standard_Performance_G-PK,standard_Performance_PK,standard_Performance_PKatt,standard_Performance_CrdY,standard_Performance_CrdR,standard_Per 90 Minutes_Gls,standard_Per 90 Minutes_Ast,standard_Per 90 Minutes_G+A,standard_Per 90 Minutes_G-PK,standard_Per 90 Minutes_G+A-PK,shooting_nation,shooting_pos,shooting_age,shooting_born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_PK,shooting_Standard_PKatt,misc_nation,misc_pos,misc_age,misc_born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG
,2425,Union Berlin,Andrej Ilic,SRB,FW,24,2000,16,11,937,10.4,7,0,7,6,1,1,1,0,0.67,0.0,0.67,0.58,0.58,SRB,FW,24,2000,10.4,7,27,11,40.7,2.59,1.06,0.22,0.55,1,1,SRB,FW,24,2000,10.4,1,0,0,14,8,8,3,3,2,,,0
,2425,Union Berlin,Benedict Hollerbach,GER,"FW,MF",23,2001,34,30,2540,28.2,9,1,10,9,0,0,3,0,0.32,0.04,0.35,0.32,0.35,GER,"FW,MF",23,2001,28.2,9,77,24,31.2,2.73,0.85,0.12,0.38,0,0,GER,"FW,MF",23,2001,28.2,3,0,0,43,45,17,73,3,20,,,0
,2425,Union Berlin,Ivan Prtajin,CRO,FW,28,1996,5,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,CRO,FW,28,1996,1.8,0,8,2,25.0,4.47,1.12,0.0,0.0,0,0,CRO,FW,28,1996,1.8,0,0,0,1,1,2,3,0,2,,,0
,2425,Union Berlin,Jeong Woo-yeong,KOR,"MF,FW",24,1999,23,17,1263,14.0,3,2,5,3,0,0,2,0,0.21,0.14,0.36,0.21,0.36,KOR,"MF,FW",24,1999,14.0,3,25,6,24.0,1.78,0.43,0.12,0.5,0,0,KOR,"MF,FW",24,1999,14.0,2,0,0,16,15,4,37,11,7,,,0
,2425,Union Berlin,Jordan Pefok,USA,FW,28,1996,18,10,908,10.1,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,USA,FW,28,1996,10.1,0,23,8,34.8,2.28,0.79,0.0,0.0,0,0,USA,FW,28,1996,10.1,2,0,0,22,15,7,0,4,6,,,0
,2425,Union Berlin,Kevin Volland,GER,"FW,MF",32,1992,4,0,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,"FW,MF",32,1992,0.7,0,0,0,,0.0,0.0,,,0,0,GER,"FW,MF",32,1992,0.7,1,0,0,3,0,0,0,0,0,,,0
,2425,Union Berlin,László Bénes,SVK,"MF,FW",26,1997,23,3,589,6.5,2,1,3,2,0,0,4,0,0.31,0.15,0.46,0.31,0.46,SVK,"MF,FW",26,1997,6.5,2,19,7,36.8,2.9,1.07,0.11,0.29,0,0,SVK,"MF,FW",26,1997,6.5,4,0,0,10,4,1,49,4,3,,,0
,2425,Union Berlin,Marin Ljubicic,CRO,FW,22,2002,13,1,281,3.1,1,1,2,1,0,0,1,0,0.32,0.32,0.64,0.32,0.64,CRO,FW,22,2002,3.1,1,2,1,50.0,0.64,0.32,0.5,1.0,0,0,CRO,FW,22,2002,3.1,1,0,0,9,8,1,1,0,1,,,0
,2425,Union Berlin,Tim Skarke,GER,"FW,MF",27,1996,33,11,1164,12.9,0,2,2,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,GER,"FW,MF",27,1996,12.9,0,20,9,45.0,1.55,0.7,0.0,0.0,0,0,GER,"FW,MF",27,1996,12.9,1,0,0,10,15,10,28,5,12,,,0
,2425,Union Berlin,Yorbe Vertessen,BEL,"MF,FW",23,2001,17,7,718,8.0,1,0,1,1,0,0,2,0,0.13,0.0,0.13,0.13,0.13,BEL,"MF,FW",23,2001,8.0,1,27,5,18.5,3.38,0.63,0.04,0.2,0,0,BEL,"MF,FW",23,2001,8.0,2,0,0,14,17,2,23,3,4,,,0
,2425,Werder Bremen,André Silva,POR,FW,28,1995,7,4,375,4.2,1,0,1,0,1,2,1,0,0.24,0.0,0.24,0.0,0.0,POR,FW,28,1995,4.2,1,14,7,50.0,3.36,1.68,0.0,0.0,1,2,POR,FW,28,1995,4.2,1,0,0,4,7,2,2,0,2,,,0
,2425,Werder Bremen,Justin Njinmah,GER,"FW,MF",23,2000,26,10,952,10.6,3,2,5,3,0,0,1,0,0.28,0.19,0.47,0.28,0.47,GER,"FW,MF",23,2000,10.6,3,31,7,22.6,2.93,0.66,0.1,0.43,0,0,GER,"FW,MF",23,2000,10.6,1,0,0,7,17,12,19,4,1,,,0
,2425,Werder Bremen,Keke Topp,GER,FW,20,2004,19,1,252,2.8,2,2,4,2,0,0,1,0,0.71,0.71,1.43,0.71,1.43,GER,FW,20,2004,2.8,2,7,4,57.1,2.5,1.43,0.29,0.5,0,0,GER,FW,20,2004,2.8,1,0,0,8,6,2,6,1,1,,,0
,2425,Werder Bremen,Marco Grüll,AUT,"FW,MF",26,1998,30,13,1181,13.1,6,1,7,6,0,0,1,0,0.46,0.08,0.53,0.46,0.53,AUT,"FW,MF",26,1998,13.1,6,25,10,40.0,1.91,0.76,0.24,0.6,0,0,AUT,"FW,MF",26,1998,13.1,1,0,0,22,31,6,21,5,10,,,0
,2425,Werder Bremen,Marvin Ducksch,GER,FW,30,1994,32,30,2418,26.9,8,8,16,7,1,2,3,0,0.3,0.3,0.6,0.26,0.56,GER,FW,30,1994,26.9,8,71,29,40.8,2.64,1.08,0.1,0.24,1,2,GER,FW,30,1994,26.9,3,0,0,6,17,14,169,7,6,,,0
,2425,Werder Bremen,Oliver Burke,SCO,FW,27,1997,25,9,908,10.1,5,0,5,5,0,0,4,0,0.5,0.0,0.5,0.5,0.5,SCO,FW,27,1997,10.1,5,35,13,37.1,3.47,1.29,0.14,0.38,0,0,SCO,FW,27,1997,10.1,4,0,0,12,2,8,20,2,4,,,0
,2425,Werder Bremen,Olivier Deman,BEL,"DF,FW",24,2000,9,0,67,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,BEL,"DF,FW",24,2000,0.7,0,0,0,,0.0,0.0,,,0,0,BEL,"DF,FW",24,2000,0.7,1,0,0,1,2,0,6,4,3,,,0
,2425,Wolfsburg,Andreas Skov Olsen,DEN,"MF,FW",24,1999,12,4,535,5.9,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,DEN,"MF,FW",24,1999,5.9,1,7,1,14.3,1.18,0.17,0.14,1.0,0,0,DEN,"MF,FW",24,1999,5.9,0,0,0,2,3,2,29,2,7,,,0
,2425,Wolfsburg,Jonas Wind,DEN,"FW,MF",25,1999,31,21,1966,21.8,9,3,12,8,1,2,2,0,0.41,0.14,0.55,0.37,0.5,DEN,"FW,MF",25,1999,21.8,9,40,13,32.5,1.83,0.6,0.2,0.62,1,2,DEN,"FW,MF",25,1999,21.8,2,0,0,15,40,4,7,6,6,,,0
,2425,Wolfsburg,Kevin Behrens,GER,FW,33,1991,18,0,170,1.9,1,0,1,1,0,0,2,0,0.53,0.0,0.53,0.53,0.53,GER,FW,33,1991,1.9,1,9,3,33.3,4.76,1.59,0.11,0.33,0,0,GER,FW,33,1991,1.9,2,0,0,4,1,0,0,1,1,,,0
,2425,Wolfsburg,Lukas Nmecha,GER,FW,25,1998,19,3,467,5.2,3,0,3,3,0,0,1,0,0.58,0.0,0.58,0.58,0.58,GER,FW,25,1998,5.2,3,20,9,45.0,3.85,1.73,0.15,0.33,0,0,GER,FW,25,1998,5.2,1,0,0,7,15,0,6,2,0,,,0
,2425,Wolfsburg,Mohamed Amoura,ALG,"FW,MF",24,2000,31,29,2467,27.4,10,9,19,8,2,2,6,0,0.36,0.33,0.69,0.29,0.62,ALG,"FW,MF",24,2000,27.4,10,76,28,36.8,2.77,1.02,0.11,0.29,2,2,ALG,"FW,MF",24,2000,27.4,6,0,0,31,20,23,36,9,21,,,0
,2425,Wolfsburg,Patrick Wimmer,AUT,"MF,FW",23,2001,29,22,1770,19.7,3,4,7,3,0,0,5,1,0.15,0.2,0.36,0.15,0.36,AUT,"MF,FW",23,2001,19.7,3,42,10,23.8,2.14,0.51,0.07,0.3,0,0,AUT,"MF,FW",23,2001,19.7,5,1,0,35,40,6,44,34,33,,,0
,2425,Wolfsburg,Tiago Tomás,POR,"MF,FW",22,2002,32,23,1884,20.9,6,1,7,6,0,0,7,0,0.29,0.05,0.33,0.29,0.33,POR,"MF,FW",22,2002,20.9,6,42,20,47.6,2.01,0.96,0.14,0.3,0,0,POR,"MF,FW",22,2002,20.9,7,0,0,30,50,6,21,10,19,,,0
